"Name";"Size";"ID";"Source";"Color"
"Formian Worker";"S";NA;NA;NA
"Formican Drone";"L";NA;NA;NA
"Formican Psion";"L";NA;NA;NA
"Formican Shocker";"L";NA;NA;NA
"Formican Soldier";"L";NA;NA;NA
"Formican Worker";"L";NA;NA;NA
"Forsaken Priest";"M";NA;NA;NA
"Forseti, Norse Avatar";"M";NA;NA;NA
"Four-Armed Gargoyle";"M";NA;NA;NA
"Fox";"T";NA;NA;NA
"Foxfire Ooze";"L";NA;NA;NA
"Foxin";"S";NA;NA;NA
"Foxwere";"S";NA;NA;NA
"Fractal Golem";"L";NA;NA;NA
"Fractal Mascot";"S";NA;NA;NA
"Fractine";"L";NA;NA;NA
"Fragrant One";"S";NA;NA;NA
"Fragrite";"M";NA;NA;NA
"Fraughashar";"S";NA;NA;NA
"Fraz-Urb'luu";"L";NA;NA;NA
"Frey, Norse Avatar";"M";NA;NA;NA
"Freya, Norse Avatar";"M";NA;NA;NA
"Frigga, Norse Avatar";"M";NA;NA;NA
"Frilled Deathspitter";"S";NA;NA;NA
"Frog";"T";"3c91855c-7435-c403-9a02-9b56e8ad5488";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Froghemoth";"H";NA;NA;NA
"Froghemoth Pool Goliath";"H";NA;NA;NA
"Froghemoth Tadpole";"M";NA;NA;NA
"Froghoul";"M";NA;NA;NA
"Frontline Medic";"M";NA;NA;NA
"Frost Alchemist";"M";NA;NA;NA
"Frost Druid";"M";NA;NA;NA
"Frost Giant";"H";"2355c7c4-dee9-4571-a578-074d28f9a1b6";"";"TRUE"
"Frost Giant Berserker";"H";NA;NA;NA
"Frost Giant Champion of Kostchtchie";"H";NA;NA;NA
"Frost Giant Champion of Thrym";"H";NA;NA;NA
"Frost Giant Everlasting One";"H";NA;NA;NA
"Frost Giant Frostmaiden";"H";NA;NA;NA
"Frost Giant Ice Shaper";"H";NA;NA;NA
"Frost Giant Jarl";"H";NA;NA;NA
"Frost Giant Mammoth Rider";"H";NA;NA;NA
"Frost Giant Mauler";"H";NA;NA;NA
"Frost Giant Revenant";"H";NA;NA;NA
"Frost Giant Shaman of Auril";"H";NA;NA;NA
"Frost Giant Skald";"H";NA;NA;NA
"Frost Giant Skeleton";"H";NA;NA;NA
"Frost Giant Warlock of Kostchtchie";"H";NA;NA;NA
"Frost Giant Warlord";"H";NA;NA;NA
"Frost Giant Wight";"H";NA;NA;NA
"Frost Giant Wolflord";"H";NA;NA;NA
"Frost Giant Zombie";"H";NA;NA;NA
"Frost Goblin";"S";NA;NA;NA
"Frost Mage";"M";NA;NA;NA
"Frost Mage, Elder";"M";NA;NA;NA
"Frost Mage, Legendary";"M";NA;NA;NA
"Frost Mole";"S";NA;NA;NA
"Frost Ora";"T";NA;NA;NA
"Frost Salamander";"M";NA;NA;NA
"Frost Worm";"H";NA;NA;NA
"Frostmaiden of Auril";"M";NA;NA;NA
"Frostveil";"M";NA;NA;NA
"Frulam Mondath";"M";NA;NA;NA
"Fu Hsing, Chinese Avatar";"M";NA;NA;NA
"Fulad-zereh";"H";NA;NA;NA
"Fulminar";"L";NA;NA;NA
"Fume Drake";"S";NA;NA;NA
"Fungal Acid Ant";"S";NA;NA;NA
"Fungal Behemoth";"H";NA;NA;NA
"Fungal Servant";"M";NA;NA;NA
"Fungal Zombie";"M";NA;NA;NA
"Fungoid";"M";NA;NA;NA
"Fungus Bat";"M";NA;NA;NA
"Fungus Gargoyle";"M";NA;NA;NA
"Furnace Golem";"L";NA;NA;NA
"Furtive Filcher";"T";NA;NA;NA
"Furtivin";"S";NA;NA;NA
"Fusion Elemental";"H";NA;NA;NA
"Fyr";"S";NA;NA;NA
"Gadabout";"M";NA;NA;NA
"Gaea, Greek Avatar";"M";NA;NA;NA
"Gaj";"L";NA;NA;NA
"Gaj Mindhunter";"M";NA;NA;NA
"Gaj Pain Tyrant";"L";NA;NA;NA
"Gaki";"M";NA;NA;NA
"Galazeth Prismari";"G";NA;NA;NA
"Galeb Duhr";"M";NA;NA;NA
"Galeb Duhr, Elder";"H";NA;NA;NA
"Galeb Duhr, Greater";"L";NA;NA;NA
"Galeokaerda";"S M";NA;NA;NA
"Galidroo";"H";NA;NA;NA
"Gallows Golem";"L";NA;NA;NA
"Gallows Speaker";"M";NA;NA;NA
"Gallows Tree";"H";NA;NA;NA
"Gallows Tree Zombie";"M";NA;NA;NA
"Galsariad Ardyth (Tier 1)";"M";NA;NA;NA
"Galsariad Ardyth (Tier 2)";"M";NA;NA;NA
"Galsariad Ardyth (Tier 3)";"M";NA;NA;NA
"Galvan Magen";"M";NA;NA;NA
"Galvanic Blastseeker";"M";NA;NA;NA
"Galvanice Weird";"M";NA;NA;NA
"Gar Shatterkeel";"M";NA;NA;NA
"Garabrud the Obsidian Hound";"H";NA;NA;NA
"Gareth d'Deneith";"M";NA;NA;NA
"Gargantuan Gorgemaw";"G";NA;NA;NA
"Gargantuan Rug of Smothering";"G";NA;NA;NA
"Gargoctopus";"L";NA;NA;NA
"Gargoyle";"M";"8fe1fe94-0614-421c-b0f5-53ff4ea606ce";"";"TRUE"
"Garkagzul";"L";NA;NA;NA
"Garkain";"M";NA;NA;NA
"Garlicle";"S";NA;NA;NA
"Garret Levistusson";"M";NA;NA;NA
"Garroter Crab";"T";NA;NA;NA
"Gas Spore";"L";NA;NA;NA
"Gasflame Slug";"T";NA;NA;NA
"Gash";"";NA;NA;NA
"Gashadokuru";"G";NA;NA;NA
"Gastrobolus";"L";NA;NA;NA
"Gatorfolk";"L";NA;NA;NA
"Gatorfolk Chieftain";"L";NA;NA;NA
"Gatorfolk Claw of Sess'innek";"L";NA;NA;NA
"Gatorfolk Shaman";"L";NA;NA;NA
"Gatorfolk Witch Doctor";"L";NA;NA;NA
"Gau Ding";"H";NA;NA;NA
"Gaunt One";"M";NA;NA;NA
"Gauntling";"L";NA;NA;NA
"Gauth";"M";NA;NA;NA
"Gazellean";"M";NA;NA;NA
"Gazer";"T";"5ccda910-32dd-60a6-26dc-6cd7236cc2bb";"https://talespire.thunderstore.io/package/isopropanol/MonsterG/";"FALSE"
"Gbahali (Postosuchus)";"H";NA;NA;NA
"Gear Mage";"M";NA;NA;NA
"Gear Mage (Midgard Version)";"M";NA;NA;NA
"Gearforged Templar";"M";NA;NA;NA
"Gearkeeper Construct";"L";NA;NA;NA
"Geb, Egyptian Avatar";"M";NA;NA;NA
"Gecko Lizardfolk Infiltrator";"M";NA;NA;NA
"Gecko Lizardfolk Scout";"M";NA;NA;NA
"Geist";"M";NA;NA;NA
"Gelatinous Cube";"L";"843fbc8a-2b0d-6b03-b6b2-952c44afbdfa";"https://talespire.thunderstore.io/package/simsete/simsetes_Monster_Manual_Minis_Pack/";"TRUE"
"Gelatinous Symbiote Shadow Wisp";"T";NA;NA;NA
"Gem Stalker";"L";NA;NA;NA
"Geonid";"S";NA;NA;NA
"Gerasa (Battle Devil)";"M";NA;NA;NA
"Gerridae";"L";NA;NA;NA
"Geryon";"H";NA;NA;NA
"Geyadrone Dihada";"M";NA;NA;NA
"Ghald";"L";NA;NA;NA
"Ghast";"M";"74ee8631-4cf9-f4b0-ccca-840906a6eb0f";"https://talespire.thunderstore.io/package/isopropanol/MonsterG/";"FALSE"
"Ghast of Leng";"L";NA;NA;NA
"Ghelryn Foehammer";"M";NA;NA;NA
"Ghillie Dubh";"M";NA;NA;NA
"Ghirrash";"L";NA;NA;NA
"Ghost";"M";"32202aca-89a9-47e1-aeba-89884457b7ec";"";"TRUE"
"Ghost Ammonite";"M";NA;NA;NA
"Ghost and Raaig Crypt Lord";"M";NA;NA;NA
"Ghost and Raaig Soulflame";"M";NA;NA;NA
"Ghost and Raaig Tomb Spirit";"M";NA;NA;NA
"Ghost Boar";"L";NA;NA;NA
"Ghost Dragon";"L";NA;NA;NA
"Ghost Dwarf";"M";NA;NA;NA
"Ghost Knight";"M";NA;NA;NA
"Ghost Necromancer";"M";NA;NA;NA
"Ghost Warlock";"M";NA;NA;NA
"Ghostblade Eidolon";"M";NA;NA;NA
"Ghostwalk Spider";"L";NA;NA;NA
"Ghoul";"M";"6ea9f17b-5399-4535-8ebf-2da33b1ea517";"";"TRUE"
"Ghoul Abomination";"L";NA;NA;NA
"Ghoul Bat";"S";NA;NA;NA
"Ghoul Regent";"M";NA;NA;NA
"Ghoul Skulker";"M";NA;NA;NA
"Ghoulsteed";"L";NA;NA;NA
"Ghour";"L";NA;NA;NA
"Ghul";"M";NA;NA;NA
"Gian Goat";"L";NA;NA;NA
"Giant Albino Bat";"H";NA;NA;NA
"Giant Ant";"L";NA;NA;NA
"Giant Ant Exoskeleton";"L";NA;NA;NA
"Giant Ant Queen";"L";NA;NA;NA
"Giant Ape";"H";NA;NA;NA
"Giant Armadillo";"S";NA;NA;NA
"Giant Army Ant";"S";NA;NA;NA
"Giant Assassin Bug";"M";NA;NA;NA
"Giant Axe Beak";"H";NA;NA;NA
"Giant Badger";"H";NA;NA;NA
"Giant Bat";"L";NA;NA;NA
"Giant Bear";"H";NA;NA;NA
"Giant Beast";"H";NA;NA;NA
"Giant Beetle Exoskeleton";"L";NA;NA;NA
"Giant Boar";"L";NA;NA;NA
"Giant Bolas Spider";"L";NA;NA;NA
"Giant Bombardier Beetle";"M";NA;NA;NA
"Giant Bull";"H";NA;NA;NA
"Giant Bullfrog";"L";NA;NA;NA
"Giant Caecilia";"L";NA;NA;NA
"Giant Canary";"L";NA;NA;NA
"Giant Cave Fisher";"L";NA;NA;NA
"Giant Centipede";"S";NA;NA;NA
"Giant Chameleon";"L";NA;NA;NA
"Giant Clam";"M";NA;NA;NA
"Giant Cobra";"H";NA;NA;NA
"Giant Constrictor Snake";"H";NA;NA;NA
"Giant Coral Snake";"L";NA;NA;NA
"Giant Crab";"H";NA;NA;NA
"Giant Crab Exoskeleton";"L";NA;NA;NA
"Giant Crayfish";"L";NA;NA;NA
"Giant Crocodile";"H";NA;NA;NA
"Giant Deepstar";"T";NA;NA;NA
"Giant Dragonfly";"L";NA;NA;NA
"Giant Eagle";"H";NA;NA;NA
"Giant Electric Catfish";"L";NA;NA;NA
"Giant Elk";"H";NA;NA;NA
"Giant Feymoth";"L";NA;NA;NA
"Giant Fire Beetle";"S";NA;NA;NA
"Giant Fire Slug";"M";NA;NA;NA
"Giant Fly";"L";NA;NA;NA
"Giant Four-Armed Gargoyle";"L";NA;NA;NA
"Giant Frilled Lizard";"L";NA;NA;NA
"Giant Frog";"H";NA;NA;NA
"Giant Gasflame Slug";"M";NA;NA;NA
"Giant Gladiator Spider";"L";NA;NA;NA
"Giant Goat";"L";NA;NA;NA
"Giant Hawk";"H";NA;NA;NA
"Giant Honey Bee";"S";NA;NA;NA
"Giant Horsefly";"L";NA;NA;NA
"Giant Husk";"H";NA;NA;NA
"Giant Hyena";"H";NA;NA;NA
"Giant Ice Toad";"L";NA;NA;NA
"Giant Incense Slug";"M";NA;NA;NA
"Giant Jumping Spider";"S";NA;NA;NA
"Giant Leech";"S";NA;NA;NA
"Giant Lightning Eel";"L";NA;NA;NA
"Giant Lizard";"L";"73624a16-88eb-1541-2ee1-6e2cc4f5f6d7";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Giant Maggot";"T";NA;NA;NA
"Giant Millipede";"M";NA;NA;NA
"Giant Mongoose";"M";NA;NA;NA
"Giant Moray Eel";"M";NA;NA;NA
"Giant Moth";"S";NA;NA;NA
"Giant Octopus";"L";NA;NA;NA
"Giant Owl";"H";NA;NA;NA
"Giant Poisonous Snake";"M";NA;NA;NA
"Giant Praying Mantis";"L";NA;NA;NA
"Giant Rat";"H";NA;NA;NA
"Giant Rhinoceros Beetle";"L";NA;NA;NA
"Giant Riding Lizard";"L";NA;NA;NA
"Giant Robber Fly";"M";NA;NA;NA
"Giant Scorpion";"L";NA;NA;NA
"Giant Sea Eel";"L";NA;NA;NA
"Giant Sea Horse";"L";NA;NA;NA
"Giant Seahorse";"L";NA;NA;NA
"Giant Seal";"L";NA;NA;NA
"Giant Shadow";"H";NA;NA;NA
"Giant Shark";"H";NA;NA;NA
"Giant Shark (Megalodon)";"H";NA;NA;NA
"Giant Shark Bowl";"H";NA;NA;NA
"Giant Shark Skeleton";"H";NA;NA;NA
"Giant Shocker Lizard";"L";NA;NA;NA
"Giant Six-Eyed Sand Spider";"M";NA;NA;NA
"Giant Skeleton";"H";NA;NA;NA
"Giant Slicer Beetle";"L";NA;NA;NA
"Giant Sloth";"L";NA;NA;NA
"Giant Slug";"L";NA;NA;NA
"Giant Slug (Huge)";"H";NA;NA;NA
"Giant Slug (Large)";"L";NA;NA;NA
"Giant Slug of P'nakh";"L";NA;NA;NA
"Giant Snail";"L";NA;NA;NA
"Giant Snapping Turtle";"L";NA;NA;NA
"Giant Snow Beetle";"L";NA;NA;NA
"Giant Space Hamster";"L";NA;NA;NA
"Giant Spider";"L";NA;NA;NA
"Giant Spider Trapdoor";"L";NA;NA;NA
"Giant Spider Water";"M";NA;NA;NA
"Giant Spitting Cobra";"L";NA;NA;NA
"Giant Spitting Lizard";"L";NA;NA;NA
"Giant Spitting Spider";"M";NA;NA;NA
"Giant Strider";"L";NA;NA;NA
"Giant Subterranean Lizard";"H";NA;NA;NA
"Giant Swan";"L";NA;NA;NA
"Giant Tarantula";"L";NA;NA;NA
"Giant Tiger Beetle";"M";NA;NA;NA
"Giant Toad";"L";NA;NA;NA
"Giant Tortoise";"M";NA;NA;NA
"Giant Vampire Bat";"L";NA;NA;NA
"Giant Velvet Worm";"L";NA;NA;NA
"Giant Volcano Slug";"M";NA;NA;NA
"Giant Vulture";"L";NA;NA;NA
"Giant Walrus";"H";NA;NA;NA
"Giant Wasp";"S";NA;NA;NA
"Giant Wasp Hive Queen";"S";NA;NA;NA
"Giant Water Beetle";"M";NA;NA;NA
"Giant Water Scorpion";"L";NA;NA;NA
"Giant Waterbear";"L";NA;NA;NA
"Giant Weasel";"M";NA;NA;NA
"Giant Wolf Spider";"L";NA;NA;NA
"Giant Wolverine";"L";NA;NA;NA
"Giant Zombie Constrictor Snake";"H";NA;NA;NA
"Gibbering Horror";"L";NA;NA;NA
"Gibbering Mouther";"M";"ed253a4e-c136-cc57-4844-b496dc979a0c";"https://talespire.thunderstore.io/package/simsete/simsetes_Monster_Manual_Minis_Pack/";"TRUE"
"Gibberling";"S";NA;NA;NA
"Gideon Lightward";"M";NA;NA;NA
"Giff";"M";NA;NA;NA
"Giff Captain";"M";NA;NA;NA
"Giff Lance Corporal";"M";NA;NA;NA
"Giff Leftenant";"M";NA;NA;NA
"Giff Sharpshooter";"M";NA;NA;NA
"Giff Shipmate";"M";NA;NA;NA
"Giff Shock Trooper";"M";NA;NA;NA
"Giff Warlord";"M";NA;NA;NA
"Giganotosaurus";"G";NA;NA;NA
"Giganotosaurus Zombie";"G";NA;NA;NA
"Gila Lizardfolk Brute";"M";NA;NA;NA
"Gila Lizardfolk Savage";"M";NA;NA;NA
"Gilded Devil";"M";NA;NA;NA
"Gill-man";"M";NA;NA;NA
"Gillmonkey";"S";NA;NA;NA
"Gingwatzim";"S";NA;NA;NA
"Ginormous Squirrel";"G";NA;NA;NA
"Giraffe";"H";NA;NA;NA
"Girallon";"L";NA;NA;NA
"Girallon Alpha";"L";NA;NA;NA
"Girallon Berserker";"L";NA;NA;NA
"Girallon of Xvim";"L";NA;NA;NA
"Girallon Zombie";"L";NA;NA;NA
"Gishath, Sun's Avatar";"G";NA;NA;NA
"Gith";"M";NA;NA;NA
"Gith Captain";"M";NA;NA;NA
"Gith Drone";"M";NA;NA;NA
"Gith Savage";"M";NA;NA;NA
"Gith Shard Knight";"M";NA;NA;NA
"Githyanki Buccaneer";"M";NA;NA;NA
"Githyanki Captain";"M";NA;NA;NA
"Githyanki Duthka'gith";"M";NA;NA;NA
"Githyanki Flameweaver";"M";NA;NA;NA
"Githyanki Gish";"M";NA;NA;NA
"Githyanki Harrier";"M";NA;NA;NA
"Githyanki Kith'rak";"M";NA;NA;NA
"Githyanki Kith'Rak";"M";NA;NA;NA
"Githyanki Knight";"M";NA;NA;NA
"Githyanki Lichblade";"M";NA;NA;NA
"Githyanki Mindraider";"M";NA;NA;NA
"Githyanki Mindslicer";"M";NA;NA;NA
"Githyanki Psi-Blade";"M";NA;NA;NA
"Githyanki Pyromind";"M";NA;NA;NA
"Githyanki Star Seer";"M";NA;NA;NA
"Githyanki Supreme Commander";"M";NA;NA;NA
"Githyanki Warrior";"M";NA;NA;NA
"Githyanki Xenomancer";"M";NA;NA;NA
"Githzerai Anarch";"M";NA;NA;NA
"Githzerai Cenobite";"M";NA;NA;NA
"Githzerai Enlightened";"M";NA;NA;NA
"Githzerai Lightning Fist";"M";NA;NA;NA
"Githzerai Mindmage";"M";NA;NA;NA
"Githzerai Monk";"M";NA;NA;NA
"Githzerai Shadowmind";"M";NA;NA;NA
"Githzerai Zerth";"M";NA;NA;NA
"Glabrezu";"L";"19cb8474-6ca6-88ae-731e-b9edab3b88d3";"https://talespire.thunderstore.io/package/isopropanol/MonsterG/";"FALSE"
"Glabrezu Deceiver";"H";NA;NA;NA
"Glacial Corrupter";"M";NA;NA;NA
"Glacial Ooze";"L";NA;NA;NA
"Glacial Raptor";"M";NA;NA;NA
"Glacier Behemoth";"H";NA;NA;NA
"Gladeborn Hunter";"M";NA;NA;NA
"Gladeborn Trapper";"M";NA;NA;NA
"Gladiator";"M";NA;NA;NA
"Gladiator, Legendary";"M";NA;NA;NA
"Gladiatrix";"L";NA;NA;NA
"Glamour Bard";"M";NA;NA;NA
"Glass-Infused Alchemist";"M";NA;NA;NA
"Glass Elemental Myrmidon";"M";NA;NA;NA
"Glass Gator";"L";NA;NA;NA
"Glass Golem";"S";NA;NA;NA
"Glass Mephit";"S";NA;NA;NA
"Glass Pegasus";"L";NA;NA;NA
"Glass Squid";"S";NA;NA;NA
"Glasswork Golem";"M";"4ca6bdbe-6281-9414-e92b-43f5a46eab7a";"https://talespire.thunderstore.io/package/KaneOfMars/Misc_Contructs_Mini_Pack/";"TRUE"
"Glasya";"L";NA;NA;NA
"Gloam";"T";NA;NA;NA
"Gloamwing";"L";NA;NA;NA
"Glomeray";"M";NA;NA;NA
"Gloom Crawler";"H";NA;NA;NA
"Gloom Stalker";"M";NA;NA;NA
"Gloom Weaver";"M";NA;NA;NA
"Gloomflower";"T";NA;NA;NA
"Gloomstalker";"L";NA;NA;NA
"Glory";"L";NA;NA;NA
"Gluttonous Troll";"H";NA;NA;NA
"Gnarljak";"S";NA;NA;NA
"Gnarlwood";"H";NA;NA;NA
"Gnaw Demon";"S";NA;NA;NA
"Gnoll";"M";"d1701a17-bb6f-a99b-826c-3b6034939ba9";"https://talespire.thunderstore.io/package/isopropanol/MonsterG/";"FALSE"
"Gnoll Archer";"M";NA;NA;NA
"Gnoll Berserker";"M";NA;NA;NA
"Gnoll Bloodcaller";"M";NA;NA;NA
"Gnoll Champion of Yeenoghu";"M";NA;NA;NA
"Gnoll Cutthroat";"M";NA;NA;NA
"Gnoll Deathknight";"M";NA;NA;NA
"Gnoll Deathmage";"M";NA;NA;NA
"Gnoll Deathpledge";"M";NA;NA;NA
"Gnoll Deathpledged";"M";NA;NA;NA
"Gnoll Fang of Yeenoghu";"M";NA;NA;NA
"Gnoll Fang of Yenooghu";"M";NA;NA;NA
"Gnoll Flesh Gnawer";"M";NA;NA;NA
"Gnoll Flind";"M";NA;NA;NA
"Gnoll Goreface";"M";NA;NA;NA
"Gnoll Havoc Runner";"M";NA;NA;NA
"Gnoll Hunter";"M";NA;NA;NA
"Gnoll Huntmaster";"M";NA;NA;NA
"Gnoll Mangeheart (Yeenoghu Shaman)";"M";NA;NA;NA
"Gnoll Marir Goreclash";"M";NA;NA;NA
"Gnoll Matriarch";"M";NA;NA;NA
"Gnoll Nimrod of Gorellik";"M";NA;NA;NA
"Gnoll Pack Lord";"M";NA;NA;NA
"Gnoll Priest of Refnara";"M";NA;NA;NA
"Gnoll Rot-Walker";"M";NA;NA;NA
"Gnoll Scout";"M";NA;NA;NA
"Gnoll Shaman of Yeenoghu";"M";NA;NA;NA
"Gnoll Sharpshooter";"M";NA;NA;NA
"Gnoll Skeleton";"M";NA;NA;NA
"Gnoll Skirmisher";"M";NA;NA;NA
"Gnoll Slaver";"M";NA;NA;NA
"Gnoll Vampire";"M";"95b751db-abe4-09c7-6d89-47e4ce25765b";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Gnoll War Leader of Yeenoghu";"M";NA;NA;NA
"Gnoll War Priest of Yeenoghu";"M";NA;NA;NA
"Gnoll Warlock of Yeenoghu";"M";NA;NA;NA
"Gnoll Witch Doctor";"M";NA;NA;NA
"Gnoll Witherling";"M";NA;NA;NA
"Gnoll Witherling, Greater";"M";NA;NA;NA
"Gnoll Witherlock";"M";NA;NA;NA
"Gnome Ceremorph";"S";NA;NA;NA
"Gnome Squidling";"S";NA;NA;NA
"Gnomish Knife Cultist";"S";NA;NA;NA
"Goat";"M";NA;NA;NA
"Goat-Man";"M";NA;NA;NA
"Goblin";"S";NA;NA;NA
"Goblin Alchemist";"S";NA;NA;NA
"Goblin Artificer";"S";NA;NA;NA
"Goblin Assassin";"S";NA;NA;NA
"Goblin Battle Lord of Maglubiyet";"S";NA;NA;NA
"Goblin Blackblade";"S";NA;NA;NA
"Goblin Bodyguard";"S";NA;NA;NA
"Goblin Boss";"S";NA;NA;NA
"Goblin Chieftain";"S";NA;NA;NA
"Goblin Commoner";"";NA;NA;NA
"Goblin Cursespitter";"S";NA;NA;NA
"Goblin Cutthroat";"S";NA;NA;NA
"Goblin Dog";"M";NA;NA;NA
"Goblin Doom Diver";"S";NA;NA;NA
"Goblin Exosuit Gladiator";"L";NA;NA;NA
"Goblin Gang Member";"S";NA;NA;NA
"Goblin Ganglord";"S";NA;NA;NA
"Goblin Hawkmaster";"S";NA;NA;NA
"Goblin Hex Hurler";"S";NA;NA;NA
"Goblin Instructor of Khurgorbaeyag";"S";NA;NA;NA
"Goblin King";"S";NA;NA;NA
"Goblin Minion";"S";NA;NA;NA
"Goblin Peacemaker of Bargrivyek";"S";NA;NA;NA
"Goblin Ritualist";"S";NA;NA;NA
"Goblin Shaman";"S";NA;NA;NA
"Goblin Sharpshooter";"S";NA;NA;NA
"Goblin Skeleton";"S";NA;NA;NA
"Goblin Skirmisher";"S";NA;NA;NA
"Goblin Skulker";"S";NA;NA;NA
"Goblin Sneak";"S";NA;NA;NA
"Goblin Sniper";"S";NA;NA;NA
"Goblin Sorcerer";"S";NA;NA;NA
"Goblin Spinecleaver";"S";NA;NA;NA
"Goblin Taunter";"S";NA;NA;NA
"Goblin War Shaman";"S";NA;NA;NA
"Goblin Warlord";"S";NA;NA;NA
"Goblin Warrior";"S";"02ce1055-843e-411e-b875-97dad7ce9a73";"";"TRUE"
"Goblin Watcher of Maglubiyet";"S";NA;NA;NA
"Goblin Whirlwind";"S";NA;NA;NA
"Goblin Witch Doctor";"S";NA;NA;NA
"Goblin Worg-Rider";"S";NA;NA;NA
"Goblin Worg Rider";"S";NA;NA;NA
"Goblin Zombie";"S";NA;NA;NA
"Godling";"S";NA;NA;NA
"Goibhniu, Celtic Avatar";"M";NA;NA;NA
"Gold-Forged Sentinel";"L";NA;NA;NA
"Gold Dragon Wyrmling";"M";NA;NA;NA
"Gold Dragon, Adult";"H";"10be2a7e-fcf8-163b-3df1-0e8917783b50";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Gold Dragon, Ancient";"G";"10be2a7e-fcf8-163b-3df1-0e8917783b50";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Gold Dragon, Wyrmling";"M";"10be2a7e-fcf8-163b-3df1-0e8917783b50";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Gold Dragon, Young";"L";"10be2a7e-fcf8-163b-3df1-0e8917783b50";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Gold Greatwyrm";"G";NA;NA;NA
"Gold Grung";"S";NA;NA;NA
"Golden Cat";"T";NA;NA;NA
"Golden Hart";"L";NA;NA;NA
"Golden Magister";"M";NA;NA;NA
"Golden Protector";"L";NA;NA;NA
"Golem Dune";"L";NA;NA;NA
"Golem Obsidian";"L";NA;NA;NA
"Golem Salt";"L";NA;NA;NA
"Golem Shadesteel";"L";NA;NA;NA
"Golgari Shaman";"M";NA;NA;NA
"Goliath Enforcer";"M";NA;NA;NA
"Goliath Gladiator";"M";NA;NA;NA
"Goliath King's Guard";"M";NA;NA;NA
"Goliath Longlegs";"G";NA;NA;NA
"Goliath Raider";"M";NA;NA;NA
"Goliath Warrior";"M";NA;NA;NA
"Goliath Werebear";"M";NA;NA;NA
"Golothoma";"H";NA;NA;NA
"Gondolo";"";NA;NA;NA
"Goon";"M";NA;NA;NA
"Goon Balloon";"M";NA;NA;NA
"Gorao-Ka";"T";NA;NA;NA
"Gorbel";"S";NA;NA;NA
"Gorebull";"L";NA;NA;NA
"Gorechain Devil";"L";NA;NA;NA
"Goredrinker";"M";NA;NA;NA
"Goreling";"S";NA;NA;NA
"Gorgemaw";"S";NA;NA;NA
"Gorgimera";"L";NA;NA;NA
"Gorgon";"L";"413c13f9-29e3-f32b-5f66-4c01d9923f20";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Large_Monsters/";"TRUE"
"Gorilla Bear";"M";NA;NA;NA
"Goristro";"H";NA;NA;NA
"Goristro Juggernaut";"H";NA;NA;NA
"Gorsuloth";"M";NA;NA;NA
"Gorthok the Thunder Boar";"H";NA;NA;NA
"Gouger";"L";NA;NA;NA
"Graknork";"G";NA;NA;NA
"Grand Cavalier";"M";NA;NA;NA
"Grandfather of Assassins";"M";NA;NA;NA
"Grandmother Annis Hag";"L";NA;NA;NA
"Grandmother Bheur Hag";"M";NA;NA;NA
"Grandmother Green Hag";"M";NA;NA;NA
"Grandmother Night Hag";"M";NA;NA;NA
"Grandolpha Muzgardt";"M";NA;NA;NA
"Grave Behemoth";"H";NA;NA;NA
"Grave Cleric";"M";NA;NA;NA
"Grave Hag";"M";NA;NA;NA
"Grave Knight";"L";NA;NA;NA
"Grave Priest";"M";NA;NA;NA
"Grave Titan";"H";NA;NA;NA
"Gravehound";"M";NA;NA;NA
"Graveslayer";"M";NA;NA;NA
"Graveyard Dragon";"L";NA;NA;NA
"Gravigas";"L";NA;NA;NA
"Gray Dragon Wyrmling";"M";NA;NA;NA
"Gray Duwende";"T";NA;NA;NA
"Gray Lancer";"S";NA;NA;NA
"Gray Nisp";"L";NA;NA;NA
"Gray Ooze";"M";NA;NA;NA
"Gray Orc";"M";NA;NA;NA
"Gray Render";"L";NA;NA;NA
"Gray Scavver";"M";NA;NA;NA
"Gray Slaad";"M";NA;NA;NA
"Gray Thirster";"M";NA;NA;NA
"Graz'zt";"L";NA;NA;NA
"Great Bulette";"H";NA;NA;NA
"Great Chief Halric Bonesnapper";"";NA;NA;NA
"Great Cockatrice";"L";NA;NA;NA
"Great Crab";"L";NA;NA;NA
"Great Frost Salamander";"L";NA;NA;NA
"Great Gray Owl";"S";NA;NA;NA
"Great Harrier";"H";NA;NA;NA
"Great Horned Owlbear";"L";NA;NA;NA
"Great Kroom, Purple Worm";"G";NA;NA;NA
"Great Mandrake";"T";NA;NA;NA
"Great Spirit, American Indian Avatar";"M";NA;NA;NA
"Great Wolf";"H";NA;NA;NA
